0.1	1.06577	17.0961	1.06577	17.0961	1.39951	0.583603	3.35611
0.1141631	1.06577	17.0961	1.06577	17.0961	1.349268	0.5519692	3.2984193
0.1283262	1.06577	17.0961	1.06577	17.0961	1.3657884	0.512644	3.6427192
0.1424893	1.06577	17.0961	1.06577	17.0961	1.426302	0.520828	3.9085509
0.1566524	1.06577	17.0961	1.06577	17.0961	1.491569	0.5972732	3.7257318
0.1708155	1.06577	17.0961	1.06577	17.0961	1.4581582	0.6059176	3.5091221
0.1849785	1.06577	17.0961	1.06577	17.0961	1.5110506	0.5645757	4.0639165
0.1991416	1.06577	17.0961	1.06577	17.0961	1.6669387	0.5008457	5.548528
0.2133047	1.06577	17.0961	1.06577	17.0961	1.5958573	0.4543422	5.6252887
0.2274678	1.06577	17.0961	1.06577	17.0961	1.2609136	0.4767371	3.3362494
0.2416309	1.06577	17.0961	1.06577	17.0961	1.2629895	0.5469236	2.9177004
0.255794	1.06577	17.0961	1.06577	17.0961	1.4350591	0.6601758	3.1195239
0.2699571	1.06577	17.0961	1.06577	17.0961	1.6628906	0.7722456	3.5807636
0.2841202	1.06577	17.0961	1.06577	17.0961	2.0353249	0.7643756	5.4234882
0.2982833	1.06577	17.0961	1.06577	17.0961	1.7236973	0.7570229	3.9328557
0.3124464	1.06577	17.0961	1.06577	17.0961	1.5776889	0.6909195	3.6037728
0.3266094	1.06577	17.0961	1.06577	17.0961	1.4251965	0.6542574	3.1054572
0.3407725	1.06577	17.0961	1.06577	17.0961	1.4389053	0.7030863	2.9451204
0.3549356	1.06577	17.0961	1.06577	17.0961	1.3096967	0.5864839	2.9290642
0.3690987	1.06577	17.0961	1.06577	17.0961	1.2814929	0.5593409	2.9393245
0.3832618	1.06577	17.0961	1.06577	17.0961	1.5766592	0.9157881	2.7377573
0.3974249	1.06577	17.0961	1.06577	17.0961	1.879277	1.3984466	2.5260316
0.411588	1.06577	17.0961	1.06577	17.0961	1.8465503	1.2960954	2.631441
0.4257511	1.06577	17.0961	1.06577	17.0961	1.444663	1.0011805	2.0846251
0.4399142	1.06577	17.0961	1.06577	17.0961	1.1208089	0.7140329	1.7612132
0.4540773	1.06577	17.0961	1.06577	17.0961	0.9423939	0.5384738	1.6493007
0.4682403	1.06577	17.0961	1.06577	17.0961	0.9318513	0.5553937	1.5639514
0.4824034	1.06577	17.0961	1.06577	17.0961	1.1469234	0.7418519	1.773205
0.4965665	1.06577	17.0961	1.06577	17.0961	1.4505904	0.9617829	2.1878713
0.5107296	1.06577	17.0961	1.06577	17.0961	1.580605	1.1035988	2.2638568
0.5248927	1.06577	17.0961	1.06577	17.0961	1.5286459	1.0801747	2.163324
0.5390558	1.06577	17.0961	1.06577	17.0961	1.487653	1.0872956	2.0355464
0.5532189	1.06577	17.0961	1.06577	17.0961	1.5720006	1.1418753	2.1642768
0.567382	1.06577	17.0961	1.06577	17.0961	1.6676059	1.1919737	2.3330229
0.5815451	1.06577	17.0961	1.06577	17.0961	1.6933685	1.1291897	2.5417748
0.5957082	1.06577	17.0961	1.06577	17.0961	1.6995288	0.9849999	2.9361322
0.6098712	1.06577	17.0961	1.06577	17.0961	1.7326534	0.8501853	3.5401713
0.6240343	1.06577	17.0961	1.06577	17.0961	1.8067945	0.7249832	4.5118384
0.6381974	1.06577	17.0961	1.06577	17.0961	1.7970292	0.6616771	4.880514
0.6523605	1.06577	17.0961	1.06577	17.0961	1.7212355	0.6661669	4.4496833
0.6665236	1.06577	17.0961	1.06577	17.0961	1.7088346	0.7399688	3.9500227
0.6806867	1.06577	17.0961	1.06577	17.0961	1.7582459	0.8629902	3.584457
0.6948498	1.06577	17.0961	1.06577	17.0961	1.8111375	0.9818857	3.3415657
0.7090129	1.06577	17.0961	1.06577	17.0961	1.8011476	1.0441817	3.107072
0.723176	1.06577	17.0961	1.06577	17.0961	1.7254589	1.0434	2.8534351
0.7373391	1.06577	17.0961	1.06577	17.0961	1.6861451	1.0560719	2.6921412
0.7515021	1.06577	17.0961	1.06577	17.0961	1.7945308	1.1547955	2.788669
0.7656652	1.06577	17.0961	1.06577	17.0961	2.1059155	1.3021549	3.4061224
0.7798283	1.06577	17.0961	1.06577	17.0961	2.5307061	1.4463799	4.428822
0.7939914	1.06577	17.0961	1.06577	17.0961	2.7906744	1.5367297	5.0678763
0.8081545	1.06577	17.0961	1.06577	17.0961	2.7570204	1.5473463	4.9127497
0.8223176	1.06577	17.0961	1.06577	17.0961	2.574482	1.5252107	4.3466474
0.8364807	1.06577	17.0961	1.06577	17.0961	2.3845504	1.5117042	3.7625087
0.8506438	1.06577	17.0961	1.06577	17.0961	2.2419951	1.4996141	3.3521611
0.8648069	1.06577	17.0961	1.06577	17.0961	2.15802	1.4416638	3.2306425
0.87897	1.06577	17.0961	1.06577	17.0961	2.1230547	1.3358402	3.3753216
0.893133	1.06577	17.0961	1.06577	17.0961	2.1161667	1.2580542	3.5597516
0.9072961	1.06577	17.0961	1.06577	17.0961	2.1212826	1.2661603	3.5543849
0.9214592	1.06577	17.0961	1.06577	17.0961	2.1483799	1.3739931	3.3605581
0.9356223	1.06577	17.0961	1.06577	17.0961	2.2447238	1.5653427	3.219478
0.9497854	1.06577	17.0961	1.06577	17.0961	2.470779	1.8058949	3.3804863
0.9639485	1.06577	17.0961	1.06577	17.0961	2.8629997	2.1214615	3.8637493
0.9781116	1.06577	17.0961	1.06577	17.0961	3.4143031	2.5601523	4.5534328
0.9922747	1.06577	17.0961	1.06577	17.0961	4.0838698	3.0153697	5.5310584
1.0064378	1.06577	17.0961	1.06577	17.0961	4.8041564	3.4495742	6.6907378
1.0206009	1.06577	17.0961	1.06577	17.0961	5.4942958	3.9852537	7.5748862
1.0347639	1.06577	17.0961	1.06577	17.0961	6.1160401	4.4228486	8.4577104
1.048927	1.06577	17.0961	1.06577	17.0961	6.5957364	4.4706448	9.7345203
1.0630901	1.06577	17.0961	1.06577	17.0961	6.7765991	4.28843	10.7103542
1.0772532	1.06577	17.0961	1.06577	17.0961	6.5804197	4.0618338	10.6606893
1.0914163	1.06577	17.0961	1.06577	17.0961	6.0772424	3.7845472	9.7590195
1.1055794	1.06577	17.0961	1.06577	17.0961	5.363615	3.3974569	8.4678149
1.1197425	1.06577	17.0961	1.06577	17.0961	4.5299978	2.9399987	6.9803397
1.1339056	1.06577	17.0961	1.06577	17.0961	3.7162323	2.5065879	5.5102644
